src_kc,dst_kc,weight,source,reason,dataset,fold
4774286582542423,6443704400804536175,0.00080180852367,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7218242366747567657,4774286582542423,0.0009020345891288,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4774286582542423,7218242366747567657,0.0009131708186242,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1047389791431432253,2118863190789507146,0.1542590509705224,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1047389791431432253,2301462366451578033,0.0933438756305889,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4348490408714329200,1047389791431432253,0.0863169148189805,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1047389791431432253,4348490408714329200,0.120449458222435,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5851834073011669856,1047389791431432253,0.0319943873403343,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1047389791431432253,5851834073011669856,0.032707106028041,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1047389791431432253,6959601951535792776,0.1502611445816675,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2301462366451578033,2118863190789507146,0.1790705702863124,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3309798927350631432,2118863190789507146,0.0338652738955644,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2301462366451578033,3309798927350631432,0.0746461463077831,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2301462366451578033,3621079719222639654,0.0402351971669432,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2301462366451578033,4348490408714329200,0.0383309019232268,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2118863190789507146,2309898104536309752,0.0191765871911088,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2118863190789507146,4348490408714329200,0.1407842132810673,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4840492011992147461,2387998642717174347,0.0212924707952381,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3374782845285998846,3621079719222639654,0.0187422742407875,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2406305124231503221,2156867035233873597,0.0407585999532278,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2156867035233873597,2406305124231503221,0.049166453222268,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3943791357260807594,2156867035233873597,0.0137866521153267,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3943791357260807594,2406305124231503221,0.0060803813044979,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5910185686473747899,2156867035233873597,0.0057685668786262,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5910185686473747899,2406305124231503221,0.0023720168825239,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5910185686473747899,6729289695923661623,0.0067819637627092,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7055584844772612392,2156867035233873597,0.0023051995055514,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7055584844772612392,2406305124231503221,0.0021938372105972,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7055584844772612392,5910185686473747899,0.0289653329175807,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7055584844772612392,6729289695923661623,0.0049222134369745,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7055584844772612392,8932282987643514174,0.0051115293383966,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5910185686473747899,8932282987643514174,0.008563760481976,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
6729289695923661623,2156867035233873597,0.0192434045680813,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
6729289695923661623,2406305124231503221,0.0050001670434424,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3943791357260807594,6729289695923661623,0.0301680457030858,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3943791357260807594,8932282987643514174,0.019421584240008,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2156867035233873597,4822872235209002547,0.0696571154938361,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2156867035233873597,6729289695923661623,0.0113589540853257,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2156867035233873597,8932282987643514174,0.0201231666982193,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4822872235209002547,2406305124231503221,0.0514382440393331,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4822872235209002547,6729289695923661623,0.010779870151564,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4822872235209002547,7538404915176060231,0.0077730881878013,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8932282987643514174,4822872235209002547,0.0380636324153368,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
6729289695923661623,8932282987643514174,0.017261155717897,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2406305124231503221,7538404915176060231,0.0065592391728008,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4157655471346146644,3374782845285998846,0.0280410258694611,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3846027357201032384,3374782845285998846,0.0063142421239016,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4157655471346146644,4627937416094299495,0.0201231666982193,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4157655471346146644,4840492011992147461,0.0200229406327605,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7538404915176060231,3374782845285998846,0.0150450460483089,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4157655471346146644,7538404915176060231,0.2484715525017539,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3374782845285998846,4840492011992147461,0.0500796240408922,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3846027357201032384,4627937416094299495,0.0223058676793211,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7538404915176060231,4840492011992147461,0.0195997639119346,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
992819432152091013,897059058519046551,0.0442108310968072,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3466780465559208346,897059058519046551,0.0158134458834927,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3441033561393295501,1018335125331543026,0.0445226455226789,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3441033561393295501,1486912102535124339,0.0134748376894551,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3466780465559208346,1018335125331543026,0.0218715547289998,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1486912102535124339,897059058519046551,0.0140316491642259,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1486912102535124339,3441033561393295501,0.0127287103132621,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3466780465559208346,1486912102535124339,0.0146552780159693,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3441033561393295501,3466780465559208346,0.0264485450516164,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3441033561393295501,3631779435180034545,0.0258917335768455,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2558474193782452460,897059058519046551,0.0177511498156954,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
992819432152091013,3466780465559208346,0.0259251422653318,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
992819432152091013,3631779435180034545,0.0207802042384489,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
992819432152091013,5055175182816785717,0.0184638685034021,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
992819432152091013,8153442825271726461,0.0266267247235431,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
897059058519046551,3466780465559208346,0.0139648317872534,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
897059058519046551,3631779435180034545,0.0231522211209728,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
897059058519046551,5055175182816785717,0.0212479258772564,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3363240032462635639,897059058519046551,0.0306023586534071,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3363240032462635639,2558474193782452460,0.055035246166353,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
897059058519046551,8153442825271726461,0.0342995868458857,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3631779435180034545,3363240032462635639,0.0304687238994621,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3631779435180034545,3441033561393295501,0.0282860229183603,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5055175182816785717,2558474193782452460,0.0323284742251968,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5055175182816785717,3149350168357260209,0.0232079022684499,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5055175182816785717,3363240032462635639,0.026704678330011,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5055175182816785717,3441033561393295501,0.0265487711170751,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3631779435180034545,5055175182816785717,0.070135973362139,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8153442825271726461,2558474193782452460,0.0508034789580943,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3149350168357260209,2558474193782452460,0.0293216922614341,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5009102276099414975,3149350168357260209,0.0394890697907502,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5009102276099414975,3363240032462635639,0.0161029878503736,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7701875689578738414,2558474193782452460,0.0288762430816174,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3149350168357260209,5009102276099414975,0.0486319142064879,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3149350168357260209,7701875689578738414,0.1068075770905486,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3149350168357260209,8153442825271726461,0.1264630221499604,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8153442825271726461,3363240032462635639,0.0670289653329175,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7701875689578738414,3363240032462635639,0.0165484370301903,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7701875689578738414,5009102276099414975,0.029666915375792,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8153442825271726461,7701875689578738414,0.0702250631981023,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5009102276099414975,7701875689578738414,0.0674855507422297,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5009102276099414975,8153442825271726461,0.0426628951969442,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5009102276099414975,8722542789629892790,0.376471374322082,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8722542789629892790,7701875689578738414,0.0497789458445159,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8722542789629892790,8153442825271726461,0.0666169248415871,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2118863190789507146,4840492011992147461,0.0231076762029911,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4348490408714329200,2387998642717174347,0.0122275799859683,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3309798927350631432,4348490408714329200,0.0307694020958383,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2387998642717174347,3309798927350631432,0.0841119413788879,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2387998642717174347,3621079719222639654,0.2399189282492733,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5123504130126853403,2387998642717174347,0.5717340222947315,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5123504130126853403,3309798927350631432,0.0708375558203503,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5123504130126853403,3621079719222639654,0.4261278216421484,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5123504130126853403,5851834073011669856,0.1147031638027996,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8861287874613378019,24408307056334256,0.0132632493290421,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8861287874613378019,5123504130126853403,0.0163034399812911,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5324707456134457811,24408307056334256,0.0204015724356047,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5324707456134457811,2387998642717174347,0.0154014053921623,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5324707456134457811,5123504130126853403,0.0095103399890864,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7917420915513224255,24408307056334256,0.0148780026058777,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7917420915513224255,2387998642717174347,0.0110025947414724,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7917420915513224255,5123504130126853403,0.0058465204850941,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7917420915513224255,5324707456134457811,0.0403020145439157,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7917420915513224255,8861287874613378019,0.0174727440783099,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5324707456134457811,8861287874613378019,0.0304353152109758,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5644892102749113690,4348490408714329200,0.0037974542579373,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
6522240839916543707,4348490408714329200,0.0023608806530284,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4615697511237253590,3309798927350631432,0.00133634753945,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4615697511237253590,6522240839916543707,0.0017595242602759,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
6013052163550224882,6522240839916543707,0.0042763121262402,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5644892102749113690,8861287874613378019,0.002828602291836,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5851834073011669856,2387998642717174347,0.1333786206666147,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5851834073011669856,3309798927350631432,0.2372907780883548,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5851834073011669856,3621079719222639654,0.1322093165695958,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2309898104536309752,5851834073011669856,0.0088198937603706,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2309898104536309752,6959601951535792776,0.0462042161764869,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
6959601951535792776,2387998642717174347,0.0551800171497934,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5851834073011669856,6959601951535792776,0.1095470895464213,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
6959601951535792776,3309798927350631432,0.1433566822945087,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2387998642717174347,6959601951535792776,0.0595676915709878,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4554964975001370355,2479108287490517905,0.0107019165450961,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4554964975001370355,6320533655990631376,0.0061806073699566,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7696892318013154802,24408307056334256,0.007283094090003,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3008655861363089326,2140249650307117517,0.0062808334354154,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3008655861363089326,5948564199618324630,0.0063699232713787,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4840492011992147461,3621079719222639654,0.025290377184093,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1073833301735408252,1396307699639282378,0.0129959798211521,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1073833301735408252,1555909521198040528,0.0146441417864739,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3935713852288410854,769643852075336971,0.0045435816341303,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5761219477244684815,769643852075336971,0.0041315411427998,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5761219477244684815,3935713852288410854,0.0242435716115237,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5761219477244684815,4571086195647640071,0.0092430704811964,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5761219477244684815,6974902708885945905,0.0144993708030335,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5761219477244684815,9217145914321919956,0.0054344799937637,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3935713852288410854,5955985345029418416,0.0056349321246812,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3935713852288410854,6974902708885945905,0.0086305778589485,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3935713852288410854,9217145914321919956,0.0041649498312861,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5955985345029418416,769643852075336971,0.0083967170395447,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2331356323641544218,769643852075336971,0.0045992627816074,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1073833301735408252,2331356323641544218,0.0196665812889072,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4794584487360812050,1073833301735408252,0.0053119814693141,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4794584487360812050,1396307699639282378,0.0137198347383542,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4794584487360812050,1555909521198040528,0.0163257124402819,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4794584487360812050,2331356323641544218,0.010779870151564,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5955985345029418416,1396307699639282378,0.0076171809748655,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5955985345029418416,1555909521198040528,0.0080960388431684,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5955985345029418416,6974902708885945905,0.0251233337416617,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5955985345029418416,9217145914321919956,0.0103901021192244,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
6974902708885945905,769643852075336971,0.025290377184093,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
9217145914321919956,769643852075336971,0.0167377529316124,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
9217145914321919956,1396307699639282378,0.0074835462209205,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
6974902708885945905,9217145914321919956,0.0357807053687762,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5616512460563090550,1396307699639282378,0.0096885196610131,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5616512460563090550,1555909521198040528,0.0169382050625299,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5616512460563090550,2331356323641544218,0.0113144091673441,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1555909521198040528,1396307699639282378,0.0117264496586745,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1555909521198040528,8529524193884601240,0.0198447609608338,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1396307699639282378,5348250045466203818,0.0099891978573894,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1396307699639282378,8529524193884601240,0.1096250431528892,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1819713163045177041,4840492011992147461,0.0168713876855574,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
1819713163045177041,8922790229058787382,0.0177734222746862,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4361091710268089543,24408307056334256,0.0039199527823869,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3600220807250669411,4361091710268089543,0.0467276189627715,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8922790229058787382,3600220807250669411,0.0492332705992405,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3600220807250669411,8922790229058787382,0.0571288573114914,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4361091710268089543,8922790229058787382,0.0224729111217523,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8922790229058787382,4840492011992147461,0.0133077942470238,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
3621079719222639654,6959601951535792776,0.0679309999220463,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
8407447053290538658,3008655861363089326,0.0040647237658273,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5948564199618324630,2140249650307117517,0.0065258304843146,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
2261818282546852733,6320533655990631376,0.0060803813044979,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
6320533655990631376,24408307056334256,0.0110694121184449,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
9175070127542153916,4554964975001370355,0.0119603104780783,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
59992227705058294,4201603806540643868,0.0113255453968395,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4411859414513198374,59992227705058294,0.0295778255398287,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4411859414513198374,4201603806540643868,0.011926901789592,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4411859414513198374,5021245417040859489,0.0136084724434001,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4411859414513198374,5382018441652403860,0.0036526832744969,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7636113366160458069,59992227705058294,0.0075949085158746,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
7636113366160458069,4201603806540643868,0.0077730881878013,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
4411859414513198374,7636113366160458069,0.0104123745782153,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
59992227705058294,5021245417040859489,0.0117041771996837,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
5677971389681276809,59992227705058294,0.002349744423533,train_temporal_precedence,cycle_prune_lowest_confidence,junyi,0
