src_kc,dst_kc,weight,source,reason,dataset,fold
2904839259478615599,1533645376093476385,0.0333333333333333,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
2904839259478615599,2602597308897833614,0.1479061976549413,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7057336746638215436,806471283692022515,0.0338358458961474,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
1505205117908480661,7057336746638215436,0.0403685092127303,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
1505205117908480661,8548879354213130933,0.0319932998324958,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
4544324889495461487,2602597308897833614,0.067001675041876,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
4544324889495461487,2904839259478615599,0.0988274706867671,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7120117957765225192,2904839259478615599,0.1371859296482412,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7120117957765225192,4544324889495461487,0.1653266331658291,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
8218103556005080903,2602597308897833614,0.0755443886097152,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7120117957765225192,8218103556005080903,0.1413735343383584,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
4544324889495461487,8218103556005080903,0.0825795644891122,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
2904839259478615599,8218103556005080903,0.1482412060301507,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
5537998425683065960,2602597308897833614,0.0499162479061976,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3799393563067230761,1149851966434754374,0.0333333333333333,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3799393563067230761,6424613716491750800,0.036180904522613,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
4009120517324493114,6424613716491750800,0.0363484087102177,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
4009120517324493114,7057336746638215436,0.0505862646566164,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6424613716491750800,7057336746638215436,0.0418760469011725,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6424613716491750800,9206456247854520590,0.0584589614740368,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
490495256958110821,8548879354213130933,0.0375209380234505,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
5537998425683065960,8548879354213130933,0.1768844221105527,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
215876211638635031,2819119919506244949,0.0390284757118927,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
215876211638635031,3396361455994986484,0.0938023450586264,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
690724063745290109,6584128721578357572,0.0633165829145728,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6584128721578357572,5734238830861545760,0.0753768844221105,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
4446439564131412927,5333571841247502049,0.0345058626465661,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
4446439564131412927,5734238830861545760,0.0365159128978224,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
9196917317951585257,4446439564131412927,0.0366834170854271,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6352841963216935645,598646412528134258,0.0338358458961474,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6352841963216935645,2120240767899111086,0.0336683417085427,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
9196917317951585257,6352841963216935645,0.0375209380234505,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7172070696911170637,9196917317951585257,0.1371859296482412,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7651018055143782120,598646412528134258,0.1202680067001675,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7651018055143782120,1359845726682286014,0.4100502512562814,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
806471283692022515,3138867893336607623,0.0423785594639866,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6377956377444494772,3517151667001890833,0.0909547738693467,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7532169556099796858,3517151667001890833,0.0840871021775544,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7532169556099796858,6377956377444494772,0.1175879396984924,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7532169556099796858,7643371640236503030,0.0629815745393634,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6377956377444494772,7643371640236503030,0.0603015075376884,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3517151667001890833,7651018055143782120,0.1229480737018425,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
598646412528134258,3138867893336607623,0.1085427135678391,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
5008321566645434879,3393481875516878571,0.0329983249581239,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3714199957045169202,950842537417791846,0.1944723618090452,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6796654707483306619,950842537417791846,0.1130653266331658,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6945799898214611726,1001820662188150492,0.0460636515912897,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
2819119919506244949,3996363884932477734,0.0817420435510887,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
2819119919506244949,4049062658072439139,0.0663316582914572,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
2560784549754236400,2819119919506244949,0.0311557788944723,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
2560784549754236400,4049062658072439139,0.0288107202680067,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6729842203276172047,2560784549754236400,0.0484087102177554,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6729842203276172047,8060916870362040320,0.0314907872696817,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6890322117155881560,2819119919506244949,0.1165829145728643,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6890322117155881560,4049062658072439139,0.0293132328308207,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
2819119919506244949,8060916870362040320,0.2273031825795645,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6945799898214611726,8960903359833542078,0.0532663316582914,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3714199957045169202,6796654707483306619,0.2254606365159129,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6529917659237236365,4157589423646134595,0.041038525963149,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6796654707483306619,4157589423646134595,0.0316582914572864,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
1233751219430224656,2202091826945509575,0.0626465661641541,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3632440882087698061,1233751219430224656,0.0343383584589614,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6558324350764831580,1233751219430224656,0.2098827470686767,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6558324350764831580,2202091826945509575,0.0814070351758794,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
5734238830861545760,5333571841247502049,0.697319932998325,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
2120240767899111086,1531837425987882068,0.1197654941373534,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3046398224765853670,1531837425987882068,0.0631490787269681,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3046398224765853670,2120240767899111086,0.2433835845896147,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3046398224765853670,4575513889822195276,0.1112227805695142,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3773273148561313917,4575513889822195276,0.1137353433835845,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3773273148561313917,8232007424876238547,0.0314907872696817,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3652778884197143064,3031665825089741461,0.0304857621440536,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3602511380512693020,3328773445205172218,0.1452261306532663,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3652778884197143064,3328773445205172218,0.0329983249581239,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3652778884197143064,3602511380512693020,0.071859296482412,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
5709599437607764143,3328773445205172218,0.0594639865996649,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
5709599437607764143,3602511380512693020,0.0472361809045226,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
5709599437607764143,3652778884197143064,0.052931323283082,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7075710434492295433,3328773445205172218,0.0381909547738693,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7075710434492295433,5709599437607764143,0.3455611390284757,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6214002067964503368,4528699777640757523,0.0343383584589614,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
6214002067964503368,7075710434492295433,0.0296482412060301,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
7075710434492295433,6214002067964503368,0.0304857621440536,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3031665825089741461,3652778884197143064,0.0475711892797319,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3031665825089741461,5709599437607764143,0.0301507537688442,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
3031665825089741461,9091208633288444617,0.0517587939698492,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
9091208633288444617,3328773445205172218,0.0348408710217755,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
9091208633288444617,3602511380512693020,0.0412060301507537,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
9091208633288444617,3652778884197143064,0.0460636515912897,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
5330706851009308146,8061595916725900756,0.3329983249581239,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
5092944436699456235,8232007424876238547,0.033500837520938,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
8232007424876238547,8061595916725900756,0.0294807370184254,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
5330706851009308146,9091208633288444617,0.0395309882747068,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
8060916870362040320,4052661047446587644,0.0760469011725293,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,0
45255801712524960,2558668694786938832,0.115307486631016,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
45255801712524960,4506961021557936643,0.1799799465240641,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
4621006129544287250,45255801712524960,0.030581550802139,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
4621006129544287250,2558668694786938832,0.0295788770053475,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
8658015004735617899,45255801712524960,0.0628342245989304,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
8658015004735617899,4621006129544287250,0.0606617647058823,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5150781530174384490,45255801712524960,0.1216577540106951,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
4512154762715883523,1184601452570238537,0.0381016042780748,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5150781530174384490,4512154762715883523,0.0543114973262032,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5150781530174384490,6043688093280594646,0.0345922459893048,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5150781530174384490,6796654707483306619,0.0337566844919786,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
45255801712524960,6043688093280594646,0.2212566844919786,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
215876211638635031,690724063745290109,0.0319184491978609,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
540556179610450305,2077113110814594423,0.0740307486631016,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
1387869424918319405,2375571201326444238,0.1896724598930481,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
540556179610450305,2375571201326444238,0.0382687165775401,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
540556179610450305,2558668694786938832,0.0467914438502673,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
540556179610450305,4446439564131412927,0.0285762032085561,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
540556179610450305,5058470992471435411,0.0335895721925133,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
2077113110814594423,2375571201326444238,0.048629679144385,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
2077113110814594423,2558668694786938832,0.1993649732620321,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
2077113110814594423,5457224166832555650,0.0429478609625668,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
2077113110814594423,5734238830861545760,0.0778743315508021,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
2375571201326444238,2558668694786938832,0.2879344919786096,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
4528699777640757523,2375571201326444238,0.0402740641711229,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
2375571201326444238,4528699777640757523,0.0603275401069518,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6222096172862745788,2375571201326444238,0.1535762032085561,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
2558668694786938832,5457224166832555650,0.1575868983957219,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
292901514039221941,2558668694786938832,0.1798128342245989,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3289691078195680340,3517151667001890833,0.1039438502673796,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3517151667001890833,3289691078195680340,0.1224933155080214,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
292901514039221941,3517151667001890833,0.1290106951871657,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
292901514039221941,5457224166832555650,0.1734625668449197,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
292901514039221941,5734238830861545760,0.1007687165775401,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
292901514039221941,7172070696911170637,0.7444852941176471,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
2558668694786938832,7172070696911170637,0.2459893048128342,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
2904839259478615599,2602597308897833614,0.1532419786096256,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
1505205117908480661,4544324889495461487,0.0376002673796791,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6820767457986902137,1505205117908480661,0.0753676470588235,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5333571841247502049,451051234163934306,0.1497326203208556,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
598646412528134258,451051234163934306,0.0663435828877005,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
1359845726682286014,598646412528134258,0.1203208556149732,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
1359845726682286014,3138867893336607623,0.0848930481283422,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3289691078195680340,5457224166832555650,0.3982286096256685,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6630961407089570273,3289691078195680340,0.4364973262032086,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6630961407089570273,3517151667001890833,0.1415441176470588,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6630961407089570273,5457224166832555650,0.4237967914438502,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6630961407089570273,7172070696911170637,0.1328542780748663,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3289691078195680340,7172070696911170637,0.1164772727272727,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3289691078195680340,7651018055143782120,0.0848930481283422,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5457224166832555650,3517151667001890833,0.2406417112299465,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5457224166832555650,7172070696911170637,0.2190842245989304,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3517151667001890833,7172070696911170637,0.1981951871657754,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
1359845726682286014,7172070696911170637,0.0934157754010695,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
7651018055143782120,1359845726682286014,0.4085895721925133,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3517151667001890833,7651018055143782120,0.1239973262032085,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5333571841247502049,1359845726682286014,0.0713569518716577,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
451051234163934306,5333571841247502049,0.2073863636363636,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
451051234163934306,5734238830861545760,0.2147393048128342,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6584128721578357572,451051234163934306,0.1011029411764705,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
215876211638635031,2602597308897833614,0.0315842245989304,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
215876211638635031,2819119919506244949,0.0387700534759358,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
215876211638635031,3396361455994986484,0.0969251336898395,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5537998425683065960,690724063745290109,0.0287433155080213,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
215876211638635031,5537998425683065960,0.0315842245989304,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6820767457986902137,7057336746638215436,0.0315842245989304,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
690724063745290109,5537998425683065960,0.0319184491978609,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
690724063745290109,6584128721578357572,0.0643382352941176,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6584128721578357572,5734238830861545760,0.0783756684491978,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
9196917317951585257,598646412528134258,0.0462901069518716,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
4446439564131412927,5333571841247502049,0.0345922459893048,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
4446439564131412927,5734238830861545760,0.0364304812834224,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
9196917317951585257,4446439564131412927,0.0381016042780748,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6352841963216935645,598646412528134258,0.0325868983957219,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6352841963216935645,2120240767899111086,0.0379344919786096,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6352841963216935645,4506961021557936643,0.0324197860962566,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
7172070696911170637,9196917317951585257,0.1438836898395722,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5734238830861545760,5333571841247502049,0.7060494652406417,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
598646412528134258,3138867893336607623,0.110461229946524,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
2120240767899111086,1531837425987882068,0.1188168449197861,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3046398224765853670,1531837425987882068,0.0656751336898395,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3046398224765853670,2120240767899111086,0.2501671122994652,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3046398224765853670,4575513889822195276,0.1054478609625668,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
1505205117908480661,7057336746638215436,0.0382687165775401,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
1505205117908480661,8548879354213130933,0.0339237967914438,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
831407892601805866,6424613716491750800,0.030581550802139,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3799393563067230761,1149851966434754374,0.0357620320855614,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
3799393563067230761,6424613716491750800,0.0404411764705882,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
4009120517324493114,6424613716491750800,0.0387700534759358,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
4009120517324493114,7057336746638215436,0.0482954545454545,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6424613716491750800,7057336746638215436,0.0469585561497326,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
6424613716491750800,9206456247854520590,0.0579879679144385,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
490495256958110821,8548879354213130933,0.0352606951871657,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
5008321566645434879,3393481875516878571,0.0295788770053475,train_temporal_precedence,cycle_prune_lowest_confidence,assist2012,1
